nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Sentul Nirwana,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,2469,,https://www.google.com/maps/place/Sentul+Nirwana/data=!4m7!3m6!1s0x2e69c775a9782cc9:0x77781998ad062007!8m2!3d-6.5815736!4d106.892206!16s%2Fg%2F11g8vqmdlj!19sChIJySx4qXXHaS4RByAGrZgZeHc?authuser=0&hl=id&rclk=1,-6.5815736,106.892206,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2iB8vKSH2zBa1kA5TsgncUkH2gqMPAYE8DnYGIeyuSs1uYMxSGZEJbOHY-0sD_fXzUQIIV5tAIMZUXjq0z2Ae0lSVN5seKfoRzzPFR1s2f0ve2Sjb7g4jmIqX19elZD8-H1-q9w=w1200-h800
Curug Putri Kencana,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,1745,,https://www.google.com/maps/place/Curug+Putri+Kencana/data=!4m7!3m6!1s0x2e69b869f7bedbd7:0xf83e4aee23eb911b!8m2!3d-6.5977311!4d106.9350111!16s%2Fg%2F11cs01tk_c!19sChIJ19u-92m4aS4RG5HrI-5KPvg?authuser=0&hl=id&rclk=1,-6.5977311,106.9350111,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxzBhTh3atHoAlU1DKcH_gfFYAu-ESRRJpR2T0xpPKUrNQ82A_jFF0F3YBW9gSU7zJqJp5pPg2TginKSFNNuT1sTeUP9xOazbq-jjuD2SJiyVahlwHYGIB53DAMBVFcttFsek=w1200-h800
Snowville Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.8,38,,https://www.google.com/maps/place/Snowville+Sentul/data=!4m7!3m6!1s0x2e69c7cb3e564a53:0x89f3a6fbda834c09!8m2!3d-6.5972946!4d106.86374!16s%2Fg%2F11y91x6pjf!19sChIJU0pWPsvHaS4RCUyD2vum84k?authuser=0&hl=id&rclk=1,-6.5972946,106.86374,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwHCxUJzC5mVctDGnCvComJHlF-wkAKGsebpYEabHScg_4D8JQF_mV2IMMpccQOcOwI-WPBcxNJFdI-jIFJD0tx4wemGy8G9MLRS082gEkv3P7s6JljT7TJQZKhfVaQaYii6k7uTxHwVs=w1200-h800
Bukit Batu Sirip Hiu,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.3,3,,https://www.google.com/maps/place/Bukit+Batu+Sirip+Hiu/data=!4m7!3m6!1s0x2e69c7eab8aba46d:0x9bc0c78ba33a758!8m2!3d-6.6173879!4d106.8918564!16s%2Fg%2F11tjdv3stt!19sChIJbaSruOrHaS4RWKczungMvAk?authuser=0&hl=id&rclk=1,-6.6173879,106.8918564,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybmSqdkmQ2oNPGT7V3f2yJUE85eWJvzU5Jyn96zfgWbgWzVOgOweU-YcPxqOCDC8_F5bx5eTBQAipjanJMYlboLxX2wNWVSoKBFG1T6g2L9gISNM4-0TTZ8UyyEkMb1PWTYwM=w1200-h800
Pesona Alam Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.9,14,,https://www.google.com/maps/place/Pesona+Alam+Sentul/data=!4m7!3m6!1s0x2e69c755baf5635f:0x574235d1b12a28bd!8m2!3d-6.5773777!4d106.8902224!16s%2Fg%2F11v03m0yxf!19sChIJX2P1ulXHaS4RvSgqsdE1Qlc?authuser=0&hl=id&rclk=1,-6.5773777,106.8902224,
"Curug Leuwi Hejo, Jonggol",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.3,170,,"https://www.google.com/maps/place/Curug+Leuwi+Hejo,+Jonggol/data=!4m7!3m6!1s0x2e69b900483cb9cd:0xc81c6990e6c510e9!8m2!3d-6.5856791!4d106.9552058!16s%2Fg%2F11rkbxj6z3!19sChIJzbk8SAC5aS4R6RDF5pBpHMg?authuser=0&hl=id&rclk=1",-6.5856791,106.9552058,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxp0I5JT_e3oFaz8aTtcjNoXtBZjxSBsDCDhG9BuBNFj03e_ifw2uKKa2095TDnf_eZAR2-Lh4hWaL885V8N8ZMZ8bRAs69bRmUmV2wkU-IbuDfD5IyxIHyUVJ59OgbVXjMawSOUsDp7WzX=w1200-h800
ATV Taman Budaya Sentul City,Budaya,Wisata Budaya & Edukasi,Babakan Madang,Kabupaten Bogor,4.2,6,,https://www.google.com/maps/place/ATV+Taman+Budaya+Sentul+City/data=!4m7!3m6!1s0x2e69c7ef43e5e8d3:0x53315abb6866ea9e!8m2!3d-6.5847488!4d106.8833704!16s%2Fg%2F11s48c4tg1!19sChIJ0-jlQ-_HaS4RnupmaLtaMVM?authuser=0&hl=id&rclk=1,-6.5847488,106.8833704,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxY9EEq5Pxn-_TAycf1Wa3VFXx5u9HmgXgRxTiYwwfGpAjBTywd0Xf7x9KN-JAtY0JJHIpdULsjTsYQ8G9Urd0eTDUCD7imBtMORK9_1Nup8JndAXIaKs6OP0NOrQRS5VC8Uja4Rg=w1200-h800
Goa Garunggang - Puncak Dua,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,769,,https://www.google.com/maps/place/Goa+Garunggang+-+Puncak+Dua/data=!4m7!3m6!1s0x2e69b8f2b423c98f:0xdbb608bf20de3406!8m2!3d-6.57315!4d106.936201!16s%2Fg%2F11c6lp4wrz!19sChIJj8kjtPK4aS4RBjTeIL8Itts?authuser=0&hl=id&rclk=1,-6.57315,106.936201,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkel-mPB_spgHnfcV-Zj_ziZu8R02jA4z7zvx-3UDOzDqYLW70ObJ_7OV6R4WUgVc2KTyPen37yxxb2GoDMxmu-ruyZ_mmDF5vbwYJQsXorUwSsHN6cbB3R1kZg_iG5Xbmz56H=w1200-h800
CURUG BARONG LEUWI HEJO,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,63,,https://www.google.com/maps/place/CURUG+BARONG+LEUWI+HEJO/data=!4m7!3m6!1s0x2e69b950524a78c5:0xd55206952f809881!8m2!3d-6.5927379!4d106.9550966!16s%2Fg%2F11krtyypwl!19sChIJxXhKUlC5aS4RgZiAL5UGUtU?authuser=0&hl=id&rclk=1,-6.5927379,106.9550966,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxD18pAcSvhSJJtjWnsO5SvMjxDu1EGLquhTNMjBLOhw8F_q6WeVfl31YbAYERDbEiMJ85iIAmo2l__fhkpECY2kZ1TfB0ca8cWUy9omVA91jhJBJxdLeorA0hmkRLitXSGec_wfQ=w1200-h800
Curug Hordeng,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,976,,https://www.google.com/maps/place/Curug+Hordeng/data=!4m7!3m6!1s0x2e69b9b2f9250581:0xf0a16b8a16441357!8m2!3d-6.606617!4d106.9640755!16s%2Fg%2F11c6036kwx!19sChIJgQUl-bK5aS4RVxNEFoprofA?authuser=0&hl=id&rclk=1,-6.606617,106.9640755,https://lh3.googleusercontent.com/p/AF1QipMRffPieHaMHPqT74kKndwVjqO7_yQbVO-oTlzz=w1200-h800
Pojokan Bukit Bidadari,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,21,,https://www.google.com/maps/place/Pojokan+Bukit+Bidadari/data=!4m7!3m6!1s0x2e69c7d4e3da3647:0xfdca3df86786e439!8m2!3d-6.6141016!4d106.9095314!16s%2Fg%2F11q86j1r58!19sChIJRzba49THaS4ROeSGZ_g9yv0?authuser=0&hl=id&rclk=1,-6.6141016,106.9095314,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWO2dGzX0h6hqd3Mf_r7mqTcDsLGq7KuH5QoFyW9sfMWQTnCsLB1Dd94kVif8XGWw8Ye-AZCQqonziugYxG9wm6HRwdB1_sS_Wi781aMYrxDfZ4i1-WTnn_C_qnQ5_S8Q_Vw=w1200-h800
PESONA ALAM LEUWI HEJO,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,23,,https://www.google.com/maps/place/PESONA+ALAM+LEUWI+HEJO/data=!4m7!3m6!1s0x2e69b9a2961b463f:0x49d19817d9c349c4!8m2!3d-6.5898503!4d106.9549622!16s%2Fg%2F11vzjtlqnb!19sChIJP0YblqK5aS4RxEnD2ReY0Uk?authuser=0&hl=id&rclk=1,-6.5898503,106.9549622,
Wisata Alam Hambalang,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5.0,7,,https://www.google.com/maps/place/Wisata+Alam+Hambalang/data=!4m7!3m6!1s0x2e69c7f193492069:0xb66db03778854f46!8m2!3d-6.5389677!4d106.8924524!16s%2Fg%2F11vhcmf5gq!19sChIJaSBJk_HHaS4RRk-FeDewbbY?authuser=0&hl=id&rclk=1,-6.5389677,106.8924524,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz1qWyZaqq8FS3V0bNv0J5TRzXyHq3unruYfDpBAKSS_LPGJOiCWA1ALVm-4hjaO2Lhwxk0Gk339nDB8JpO2snLSfhGEVo_s12Ac0wGIItUm2p6igZXxZeksODU-2GJkjDr-kc=w1200-h800
Curug bayawak,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,37,,https://www.google.com/maps/place/Curug+bayawak/data=!4m7!3m6!1s0x2e69c719778596cf:0x2e85fa4cb2582eda!8m2!3d-6.571076!4d106.8821491!16s%2Fg%2F11pwr_nb41!19sChIJz5aFdxnHaS4R2i5Yskz6hS4?authuser=0&hl=id&rclk=1,-6.571076,106.8821491,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBBsahsm5eoimNg80BljHRqtW7MPZl0-wFVmt2FL7IcynwKZaKH2q5sJqY0k7P6hbfDc2lhF1_r6AsajQXfnxdnyvdvwU35_X1LNrzbt_1Ac2iyloA-y-PQNMPjR931YDqKYf_=w1200-h800
trekking goa garunggang leuwi asih & Leuwi hejo,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,24,,https://www.google.com/maps/place/trekking+goa+garunggang+leuwi+asih+%26+Leuwi+hejo/data=!4m7!3m6!1s0x2e69b9228eac4f03:0x9b3cff255d8da1a3!8m2!3d-6.5884365!4d106.9292266!16s%2Fg%2F11lt6hh5db!19sChIJA0-sjiK5aS4Ro6GNXSX_PJs?authuser=0&hl=id&rclk=1,-6.5884365,106.9292266,https://lh3.googleusercontent.com/p/AF1QipNpEPkqddJzvc_LreHJZ8U58aGB48g3aJw8ym4=w1200-h800
Area Berendam 3 Rasa,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.7,46,,https://www.google.com/maps/place/Area+Berendam+3+Rasa/data=!4m7!3m6!1s0x2e69b87f7705e1f3:0xe7a01d5871ae2603!8m2!3d-6.5865118!4d106.9126425!16s%2Fg%2F11f3r97x9r!19sChIJ8-EFd3-4aS4RAyaucVgdoOc?authuser=0&hl=id&rclk=1,-6.5865118,106.9126425,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDQXin8GaAnb1gHVRh-wpn6ZkhCIwwd9LOexXoaF9sjiytd3MtvaDXU16c3JnLv-zPXPpuwsN6jRQhpoyKdHim93TwQMqvf5us5uNB7dUcWSnfpb9gBGnIJFZtBlI2VekA455J=w1200-h800
Hiburan dan Wisata,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.8,6,,https://www.google.com/maps/place/Hiburan+dan+Wisata/data=!4m7!3m6!1s0x2e69b98e5ad95d9f:0x9786d033db0b83c8!8m2!3d-6.5787718!4d106.9184429!16s%2Fg%2F11qp0554_n!19sChIJn13ZWo65aS4RyIML2zPQhpc?authuser=0&hl=id&rclk=1,-6.5787718,106.9184429,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfPkDTVue1Vr3hGw1az-y5bbarq_qzblse1cXmXQNQH1p5PCtc0mJA3u4Q7iFRrA6oCuRA5XMzWdJ059Uj--XHdOteyy9TNfi8ZSQt4LZPjCXLxFop4qLuQU2AQKvYxze1is-P=w1200-h800
Taman Wisata Alam Gunung Pancar,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.0,4064,,https://www.google.com/maps/place/Taman+Wisata+Alam+Gunung+Pancar/data=!4m7!3m6!1s0x2e69c7791e515175:0x3f7386a4724f7630!8m2!3d-6.5805618!4d106.9036852!16s%2Fg%2F11bw3c7jgt!19sChIJdVFRHnnHaS4RMHZPcqSGcz8?authuser=0&hl=id&rclk=1,-6.5805618,106.9036852,https://lh3.googleusercontent.com/p/AF1QipOakQDMJ2XIeC9vquurBmsOkqE5-WMxSX60x_cc=w1200-h800
Puncak Wangun,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,58,,https://www.google.com/maps/place/Puncak+Wangun/data=!4m7!3m6!1s0x2e69b842e8494a93:0x589779232f80bf1!8m2!3d-6.5950861!4d106.9370463!16s%2Fg%2F11g9qnk8zx!19sChIJk0pJ6EK4aS4R8Qv4MpJ3iQU?authuser=0&hl=id&rclk=1,-6.5950861,106.9370463,https://lh3.googleusercontent.com/p/AF1QipMtC5WOdJ4krI-3LrZE5uH7DcSCgtyL8RWCqEV5=w1200-h800
CURUG CIBINGBIN,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,804,,https://www.google.com/maps/place/CURUG+CIBINGBIN/data=!4m7!3m6!1s0x2e69b80c00158d3d:0xf32f5e2da5e74ff4!8m2!3d-6.6087925!4d106.918082!16s%2Fg%2F11c30w4bly!19sChIJPY0VAAy4aS4R9E_npS1eL_M?authuser=0&hl=id&rclk=1,-6.6087925,106.918082,https://lh3.googleusercontent.com/p/AF1QipNpSvjoQKjNjpxMnJdn-PA7ngBcySoiAlT4bbEq=w1200-h800
HUTAN PINUS ( Sentul eco edu tourism forest Office),Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,167,,https://www.google.com/maps/place/HUTAN+PINUS+%28+Sentul+eco+edu+tourism+forest+Office%29/data=!4m7!3m6!1s0x2e69b89d6fd4f48d:0x90c708fcff435acf!8m2!3d-6.5709807!4d106.9131628!16s%2Fg%2F11gbfc198_!19sChIJjfTUb524aS4Rz1pD__wIx5A?authuser=0&hl=id&rclk=1,-6.5709807,106.9131628,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7bL3jYYroTpG0z8aKcfgoHoOZwuA0TfmGxRbroEYKY7G8AoOHjWqgDGpQzX80wvwsAajeAUVHmWxj2XER--1_DzqHvWukto1v8xVaqYeHt1twRCHbWPA9aH8qEsaBbfnQBKaWZA=w1200-h800
Wahana Air Race,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,3,,https://www.google.com/maps/place/Wahana+Air+Race/data=!4m7!3m6!1s0x2e69c767fcc22ae7:0x5f016524727bd431!8m2!3d-6.5727127!4d106.8956902!16s%2Fg%2F11qb512r7_!19sChIJ5yrC_GfHaS4RMdR7ciRlAV8?authuser=0&hl=id&rclk=1,-6.5727127,106.8956902,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2z-RrPgjeSYTFoochFMYcfiATEKciwvSJe1VIp4CzuNIv2FMJHDgfmVh6bWbxwf84kpipx-jAaglawaKoF-YM_RKLjVIuFjo4XIId8dCxLlVYjvGXiNVtCb3eE7a0XhaGu_jf=w1200-h800
Parkiran Leuwi Hejo-Posyandu Anggrek,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,245,,https://www.google.com/maps/place/Parkiran+Leuwi+Hejo-Posyandu+Anggrek/data=!4m7!3m6!1s0x2e69b929491f5f6b:0xc2ab1c2fcd614397!8m2!3d-6.5891879!4d106.9507415!16s%2Fg%2F11q2ntkwlw!19sChIJa18fSSm5aS4Rl0NhzS8cq8I?authuser=0&hl=id&rclk=1,-6.5891879,106.9507415,https://lh3.googleusercontent.com/p/AF1QipNzUgnezH2DhP-kWaKyDZsTiGI17WMf0wfJYR3Z=w1200-h800
Hutan Pinus Gunung Pancar Camp Outbound,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.1,1068,,https://www.google.com/maps/place/Hutan+Pinus+Gunung+Pancar+Camp+Outbound/data=!4m7!3m6!1s0x2e69c78788c45c61:0x3dca18f5623576de!8m2!3d-6.5812174!4d106.903826!16s%2Fg%2F11c3k6gv06!19sChIJYVzEiIfHaS4R3nY1YvUYyj0?authuser=0&hl=id&rclk=1,-6.5812174,106.903826,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIdtPf-MeSg0vwVTykaRyock92PDpPhO8MF9rchTesm1CmUuMZWYwlHxKvhSJDAiDU5e6QVR7-GSeiz4z1ohIPIwLNLwnhKpW9s1qwn1uZeMsRJmFXAS0C2hXtGY0oZAMtyj7r7Q=w1200-h800
Leuwi Kunten Sentul Bogor,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,1793,,https://www.google.com/maps/place/Leuwi+Kunten+Sentul+Bogor/data=!4m7!3m6!1s0x2e69b9b3ba4bab7f:0x55c0be75aa77f03d!8m2!3d-6.578766!4d106.9189104!16s%2Fg%2F11n73frrc8!19sChIJf6tLurO5aS4RPfB3qnW-wFU?authuser=0&hl=id&rclk=1,-6.578766,106.9189104,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5G_xYxhtztXTcoVFIoeItUjoRy0u_L6WisuWLePmlBWYdH-Syz7bWm3scTX7-0JVZe3MdbFBmNtGBmKOpExS89JXvtmbjLy9xinCgAs6dpxuTCOAb8SmTaDSjUAHoSHIQ_OI=w1200-h800
Sentulhiking.id,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,5.0,2,,https://www.google.com/maps/place/Sentulhiking.id/data=!4m7!3m6!1s0x2e69c700645ce28b:0x2a2e7af9897b94a9!8m2!3d-6.6136194!4d106.9022538!16s%2Fg%2F11ypnlzcf4!19sChIJi-JcZADHaS4RqZR7ifl6Lio?authuser=0&hl=id&rclk=1,-6.6136194,106.9022538,
Taman Budaya Sentul City,Budaya,Wisata Budaya & Edukasi,Babakan Madang,Kabupaten Bogor,4.5,22781,,https://www.google.com/maps/place/Taman+Budaya+Sentul+City/data=!4m7!3m6!1s0x2de423a153dbb7df:0xaac1aacd454d4019!8m2!3d-6.5843706!4d106.8835962!16s%2Fg%2F1hm2399fm!19sChIJ37fbU6Ej5C0RGUBNRc2qwao?authuser=0&hl=id&rclk=1,-6.5843706,106.8835962,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6mIP0f6Nwbdww-wxCNJae24FWk0pB3Pt3amCvfzOa8Uu4TkPlH1VfRD8rmpahpM-AmO7SlhTL2cvik0muPhvQI0p3WfJJh8STdh0De5Eg9J8WU0xHRRsXPZxBfxF10C9hMPnw=w1200-h800
Wisata Saung Ema,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,3.4,5,,https://www.google.com/maps/place/Wisata+Saung+Ema/data=!4m7!3m6!1s0x2e69b9be7c66e439:0xe63ff0d5de5ea54c!8m2!3d-6.5789275!4d106.9189158!16s%2Fg%2F11r9pprx20!19sChIJOeRmfL65aS4RTKVe3tXwP-Y?authuser=0&hl=id&rclk=1,-6.5789275,106.9189158,
JungleLand Adventure Theme Park,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.4,31214,,https://www.google.com/maps/place/JungleLand+Adventure+Theme+Park/data=!4m7!3m6!1s0x2e69c7094bce937d:0x4adbce6cd63515dd!8m2!3d-6.5722214!4d106.8947026!16s%2Fg%2F1hm50d40n!19sChIJfZPOSwnHaS4R3RU11mzO20o?authuser=0&hl=id&rclk=1,-6.5722214,106.8947026,
AGROWISATA HAMBALANG - VILLA BUKIT HAMBALANG,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.3,38,,https://www.google.com/maps/place/AGROWISATA+HAMBALANG+-+VILLA+BUKIT+HAMBALANG/data=!4m7!3m6!1s0x2e69c7f3618ae8ad:0xaf9972f3630bf715!8m2!3d-6.5389006!4d106.8925127!16s%2Fg%2F11g2wv9p5h!19sChIJreiKYfPHaS4RFfcLY_Nyma8?authuser=0&hl=id&rclk=1,-6.5389006,106.8925127,https://lh3.googleusercontent.com/p/AF1QipOvxNu2y0LQbSX7CcJ-XIPWePI2wmdn_z7kFxkz=w1200-h800
Taman Fathan Hambalang,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.0,4861,,https://www.google.com/maps/place/Taman+Fathan+Hambalang/data=!4m7!3m6!1s0x2e69c17136f4205f:0x22e4edc2296f993d!8m2!3d-6.5409232!4d106.8855729!16s%2Fg%2F11j23nz5cc!19sChIJXyD0NnHBaS4RPZlvKcLt5CI?authuser=0&hl=id&rclk=1,-6.5409232,106.8855729,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQA4jixZuRJiBq6mbjrrHyRMRCgn-kryb4-wsPv8guayLpiYL6lRvcmTnmErEJUE6xz0MYHbvypTgUiIkKHqnfGHTOK2iRioV9MH3wY2VWgIat7d4cd-SPABSoOXWmycVstpXw_imSPFJU=w1200-h800
Curug Love,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,55,,https://www.google.com/maps/place/Curug+Love/data=!4m7!3m6!1s0x2e69b907127f5391:0x87ab8647fa60b670!8m2!3d-6.60815!4d106.9441085!16s%2Fg%2F11s5fptlt8!19sChIJkVN_Ege5aS4RcLZg-keGq4c?authuser=0&hl=id&rclk=1,-6.60815,106.9441085,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybJGE4HRjzmiQIT8kSbnXs3z2xc5McRXV_3lstORlKewVtVVSyokex8LRn8MQYEBfNDNjbXKhAa7mhaVmxgtnvxdbLKNGQ2e55G_XlidpHQdI6AqitPF2to4KQEiP6yApDLrOoAg=w1200-h800
Curug goa Cimacan,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,21,,https://www.google.com/maps/place/Curug+goa+Cimacan/data=!4m7!3m6!1s0x2e69b9fdf3ea3ca3:0x503e4fe6485cf933!8m2!3d-6.5932709!4d106.9400996!16s%2Fg%2F11j8425wkp!19sChIJozzq8_25aS4RM_lcSOZPPlA?authuser=0&hl=id&rclk=1,-6.5932709,106.9400996,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwm3RMyDBG_wQ8QnYPX9JmFwxpzAe8HLXQ5Smbxcyx610-gXMQEEi1VOiJwo6Z1Eg5efmKl-wQXtVDsCHZ9hA55f8Ghj-t6thaUWuUXAs0QaUcyvYO1Fdp64_jGKAu42L7VMsYz=w1200-h800
Gunung Astana Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,13,,https://www.google.com/maps/place/Gunung+Astana+Sentul/data=!4m7!3m6!1s0x2e69b949eccc8613:0xcff0d3044ac6f831!8m2!3d-6.5878257!4d106.9155138!16s%2Fg%2F11fnlw7lqc!19sChIJE4bM7Em5aS4RMfjGSgTT8M8?authuser=0&hl=id&rclk=1,-6.5878257,106.9155138,
Traveling off-road sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.8,27,,https://www.google.com/maps/place/Traveling+off-road+sentul/data=!4m7!3m6!1s0x2e69c76c19268dfd:0x6665be07dbac0f85!8m2!3d-6.5850016!4d106.8819262!16s%2Fg%2F11svq_lmr4!19sChIJ_Y0mGWzHaS4RhQ-s2we-ZWY?authuser=0&hl=id&rclk=1,-6.5850016,106.8819262,https://lh3.googleusercontent.com/p/AF1QipMG4Z4CyiAlyAuN97c2vCqnpDQwrxOG3gybbiWj=w1200-h800
Tempat wisata,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,5.0,1,,https://www.google.com/maps/place/Tempat+wisata/data=!4m7!3m6!1s0x2e69c7d54d0af891:0x413cf6a0cb15bcac!8m2!3d-6.6228393!4d106.9071229!16s%2Fg%2F11l6zwyx47!19sChIJkfgKTdXHaS4RrLwVy6D2PEE?authuser=0&hl=id&rclk=1,-6.6228393,106.9071229,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzt1c-chhbq2QoQ4Ol2orMacrOhul6_kYzSO1_Unn8NBAIBpmEQ-8oHgUN15PqWOqx0Mpe9xX2mdF4xDGMoLNsNOZcsRdksYkQzgxMYnnjXmkIBL0AA3pwPKDJhbeWV2wkLpInjS_X_8pH=w1200-h800
"Curug Aren, Sentul Forest Club",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,455,,"https://www.google.com/maps/place/Curug+Aren,+Sentul+Forest+Club/data=!4m7!3m6!1s0x2e69c703caf2518d:0x8f2b6f31e2a06f45!8m2!3d-6.6183819!4d106.9082798!16s%2Fg%2F11sbkbvnx4!19sChIJjVHyygPHaS4RRW-g4jFvK48?authuser=0&hl=id&rclk=1",-6.6183819,106.9082798,
Garuda Farm Sentul - WISATA EDUKASI ANAK TK DAN SD,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.5,146,,https://www.google.com/maps/place/Garuda+Farm+Sentul+-+WISATA+EDUKASI+ANAK+TK+DAN+SD/data=!4m7!3m6!1s0x2e69c7fb3e23845b:0xdcd13545ddd61e02!8m2!3d-6.6278944!4d106.9115186!16s%2Fg%2F11fy1kdnq_!19sChIJW4QjPvvHaS4RAh7W3UU10dw?authuser=0&hl=id&rclk=1,-6.6278944,106.9115186,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxb0z--NiuoZw-vi-LH7AHD3IMkyPxkTqKQRooJvHWrr5WYOZgAtcKPpK0mfkuUzi6jrwDQsOInAqCg_TLO8WzhO9kBwXwZYCaBGI3gQQ5k_PE2ed8NX-d0HiHVRwNZmmjuE69-=w1200-h800
Kedai Tepi Sungai Leuwi Goong,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,3.9,296,,https://www.google.com/maps/place/Kedai+Tepi+Sungai+Leuwi+Goong/data=!4m7!3m6!1s0x2e69b9bdafdd6049:0x9575eced6b51d4ff!8m2!3d-6.5786943!4d106.9185443!16s%2Fg%2F11rv3vcjcj!19sChIJSWDdr725aS4R_9RRa-3sdZU?authuser=0&hl=id&rclk=1,-6.5786943,106.9185443,
Hiking Alam Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5.0,6,,https://www.google.com/maps/place/Hiking+Alam+Sentul/data=!4m7!3m6!1s0x2e69c777c58efb85:0x8e5e10698a13ad1f!8m2!3d-6.5864587!4d106.8815993!16s%2Fg%2F11ry30yz5s!19sChIJhfuOxXfHaS4RH60TimkQXo4?authuser=0&hl=id&rclk=1,-6.5864587,106.8815993,https://lh3.googleusercontent.com/p/AF1QipPgGiQQKq6o44d65NJJ-jYZuq5FfyFYCGX2k0bf=w1200-h800
Taman Wisata Pasir Putih,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.3,5254,,https://www.google.com/maps/place/Taman+Wisata+Pasir+Putih/data=!4m7!3m6!1s0x2e69e9a4b53074df:0xa694f89f9e7ef1cb!8m2!3d-6.4330627!4d106.787352!16s%2Fg%2F11b6ggb1x3!19sChIJ33QwtaTpaS4Ry_F-np_4lKY?authuser=0&hl=id&rclk=1,-6.4330627,106.787352,https://lh3.googleusercontent.com/p/AF1QipO4aXItrHPL8Hn4wWQyRDO8YfdVYSy6EpOMsoK7=w1200-h800
Sedekah Sampah Sapu bersih Bojonggede Green Garden,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.9,9,,https://www.google.com/maps/place/Sedekah+Sampah+Sapu+bersih+Bojonggede+Green+Garden/data=!4m7!3m6!1s0x2e69c36f2014c75b:0xfeddd501a4dceb94!8m2!3d-6.4977776!4d106.7908644!16s%2Fg%2F11nxv7t5qk!19sChIJW8cUIG_DaS4RlOvcpAHV3f4?authuser=0&hl=id&rclk=1,-6.4977776,106.7908644,
